reward_choice	left_face	right_face	correct_resp	RT	actual_resp	correct	session
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	0.9336062259972095	f	1.0	plusmin
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	0.7003333009779453	f	1.0	plusmin
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	f	1.06712223298382	j	0.0	plusmin
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	1.5002458089729769	f	1.0	plusmin
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	j	0.8003692490747198	f	0.0	plusmin
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	f	1.098899491946213	j	0.0	plusmin
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j	1.4333798110019416	j	1.0	plusmin
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j		None	0.0	plusmin
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	f	1.8685034980298951	j	0.0	plusmin
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	2.8669570030178875	j	0.0	plusmin
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	0.7669714760268107	f	1.0	plusmin
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	0.700119555927813	f	1.0	plusmin
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	f	2.033612319966778	j	0.0	plusmin
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	j	1.7336178990080953	f	0.0	plusmin
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	j	2.0002599470317364	f	0.0	plusmin
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	j	1.2336307589430362	f	0.0	plusmin
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	j	1.2335906310472635	f	0.0	plusmin
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j	1.633770797052421	j	1.0	plusmin
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	j	0.9653873610077426	j	1.0	plusmin
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j	1.903249845956452	j	1.0	plusmin
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	1.866925141075626	f	1.0	plusmin
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f		None	0.0	plusmin
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j	1.1669144741026685	f	0.0	plusmin
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	f	0.6670623269164935	j	0.0	plusmin
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	j	0.6350077629322186	f	0.0	plusmin
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	0.7016209219582379	f	1.0	plusmin
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	0.5689381080446765	f	1.0	plusmin
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	1.3336934590479361	f	1.0	plusmin
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j	0.6336104449583218	j	1.0	plusmin
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j	1.4669152849819511	j	1.0	plusmin
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j	1.0670675450237468	j	1.0	plusmin
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	0.8336848419858143	f	1.0	plusmin
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	f	0.9335505319759251	j	0.0	plusmin
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	j	1.5003463519969955	j	1.0	plusmin
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	f	0.7681156500475481	f	1.0	plusmin
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	j	0.6689467780524865	j	1.0	plusmin
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	j	0.6003220099955797	j	1.0	plusmin
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	2.0670426690485333	f	1.0	plusmin
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	2.600205329945311	j	0.0	plusmin
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	j	0.7334834140492603	j	1.0	plusmin
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	0.7670950320316479	f	1.0	plusmin
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	f	0.7994350719964132	j	0.0	plusmin
